,tste_2_0,tste_2_1,tste_3_0,tste_3_1,tste_3_2,tste_4_0,tste_4_1,tste_4_2,tste_4_3,tste_5_0,tste_5_1,tste_5_2,tste_5_3,tste_5_4,tste_6_0,tste_6_1,tste_6_2,tste_6_3,tste_6_4,tste_6_5,tste_7_0,tste_7_1,tste_7_2,tste_7_3,tste_7_4,tste_7_5,tste_7_6,tste_8_0,tste_8_1,tste_8_2,tste_8_3,tste_8_4,tste_8_5,tste_8_6,tste_8_7,tste_9_0,tste_9_1,tste_9_2,tste_9_3,tste_9_4,tste_9_5,tste_9_6,tste_9_7,tste_9_8,tste_10_0,tste_10_1,tste_10_2,tste_10_3,tste_10_4,tste_10_5,tste_10_6,tste_10_7,tste_10_8,tste_10_9
39,-1.1041,-0.62761,1.1887,-0.085062,0.61436,0.36217,0.89941,0.9764299999999999,0.8036300000000001,0.5713,1.4573,0.29409,-0.51393,-0.5746899999999999,-1.2586,-0.28964,0.22609,-0.64766,0.96675,-0.7228100000000001,1.3319999999999999,-0.056731,-0.8214100000000001,-0.17532,1.1722,-0.34056,-0.34381999999999996,-0.60268,0.8797200000000001,-0.14592,-0.069312,-0.99216,0.52852,1.3596,-0.3078,-0.44172,1.0775,-0.13038,0.61546,-0.32635,0.48216000000000003,1.0542,-1.1814,-0.29163,-0.13896,-0.52561,-0.30943000000000004,-1.1004,0.013900999999999998,1.5991,-0.22008000000000003,0.46721,0.55829,-0.71316
40,1.3209,-0.97785,-0.53762,1.629,-0.074272,-0.24513000000000001,0.016342,0.36701,-1.8203,0.59654,-1.0097,-1.4535,0.45183999999999996,-0.36353,-0.05215,0.065169,1.264,0.14419,-1.2834,0.99,-0.68776,-0.21705,0.91386,-1.4013,-0.8999299999999999,-0.50054,0.35863,0.19068,-0.47342,1.0005,0.77679,0.3626,0.3997,-1.6454,-0.19985,-0.3491,-1.2712,-0.66481,-0.8345799999999999,-0.51407,-0.13359000000000001,-1.35,0.41205,-0.62388,0.89033,1.2398,-0.10125,1.0379,-1.054,-0.9156299999999999,0.10837999999999999,0.030128,0.39005,0.70823
41,-0.0041747,-0.2816,0.33334,0.15716,-0.39166999999999996,-0.24197,-0.60537,0.45319,-0.11360999999999999,0.061469,0.70907,-0.39111999999999997,0.73715,0.15866,-0.31319,0.9487700000000001,0.12996,-0.56106,-0.16680999999999999,-0.18594000000000002,0.11697,0.6945899999999999,0.5138699999999999,0.061022,-0.5987,-0.46635,-0.72914,-0.09525499999999999,-0.54643,0.31139,-0.071489,-0.22186999999999998,-0.73416,-0.40614,-1.0152,0.71667,-0.45101,0.22616,-0.45221000000000006,-0.70717,0.89541,-0.58946,0.46111,-0.17436,-0.48236999999999997,0.47652,-0.20090999999999998,1.2155,0.23823000000000003,-0.15265,0.8053,0.088328,0.5627300000000001,0.27923000000000003
42,-1.7647,0.81277,0.80912,-1.7398,1.0056,1.2041,-0.76125,-0.10399000000000001,1.8048,0.44903000000000004,0.23067,2.1241,0.28939000000000004,0.7529600000000001,0.6823100000000001,0.75207,-0.52327,0.7861199999999999,1.8519,-0.75462,-0.08960599999999999,0.8547299999999999,-1.4605,0.7621899999999999,-0.2079,1.0603,-1.2818,-0.6896800000000001,0.13404000000000002,-0.8499,-1.0618,1.4791,-0.58108,0.97603,-1.12,0.54222,1.1993,-0.16630999999999999,-0.22959000000000002,-0.83665,0.6864100000000001,0.50408,0.60753,1.9421,-1.5612,-0.51203,-1.0853,-0.16988,1.2812,-0.76612,-0.0052395,1.3259999999999998,0.2292,-0.54991
43,0.7691600000000001,0.072142,-0.54164,0.3865,-0.95634,-0.74054,0.9088799999999999,-0.38078,-0.40843,-0.71575,0.18065,-0.8787799999999999,-0.5748800000000001,-0.6753399999999999,-0.72814,-0.96141,-0.31446,-0.32178,-0.8322700000000001,0.12866,0.60951,-0.4254,0.9732700000000001,0.069553,0.54319,-0.60639,0.96588,0.30687,0.27835,-0.018087,0.45457,-1.6066,-0.0055161,-0.47106000000000003,0.44771000000000005,0.096583,-1.0064,0.68402,0.51646,0.6182300000000001,0.11194000000000001,-0.50239,-0.9424399999999999,-0.93681,0.018852,0.58223,1.1376,0.20681,-0.6899,0.9329700000000001,0.032395,-1.0469,-0.41672,0.22216999999999998
44,0.91776,-0.11838,-0.67094,0.78154,0.15988,0.071105,0.58875,-0.46083,-0.69929,-0.36822,-0.19192,-0.69075,-0.74068,-0.021258000000000003,-0.60105,-0.20719,0.33691,-0.29788000000000003,0.17605,1.2272,-1.1318,-0.005496899999999999,0.32171,-0.60196,0.16856,0.32454,0.14282,0.30383000000000004,-0.080117,0.012531,0.69516,0.76148,0.20908000000000002,-1.2028,-0.030688999999999998,-1.0486,-0.49985,-0.43914,-0.80193,-0.15097,-0.25122,-0.45953999999999995,0.6481600000000001,0.35591,0.60558,0.15461,-0.17885,0.74662,-1.0062,-1.2313,-0.25653000000000004,-0.049548,-0.0083809,0.43351999999999996
45,0.95906,1.0276,-1.3991,-0.37251,-0.7083699999999999,-0.40906,-1.0933,-1.5151,-0.59592,-1.08,-1.5974,-0.09072000000000001,0.7691899999999999,0.40725,1.1315,0.15245999999999998,-0.8074899999999999,0.6372899999999999,-0.74639,1.4193,-0.25823,-0.23165999999999998,0.47466,0.8051,-0.87513,-0.090555,1.8996,-0.23681999999999997,0.63834,0.7273,-0.75434,-0.29983000000000004,-0.7841600000000001,-1.0001,1.6314,0.37315,-1.5768,-0.69548,0.49498000000000003,1.6015,-0.036164999999999996,0.40529,0.06805599999999999,-0.015750999999999998,0.86241,0.77015,-0.70487,-0.26127,-0.18919,0.1041,0.56076,-1.016,-1.7539,-0.63477
46,-0.24365,0.77284,-0.35725999999999997,-0.8493799999999999,0.41558,0.51259,-0.44798000000000004,-0.76303,0.45022,-0.45086000000000004,-0.70778,0.94573,-0.23603000000000002,0.37101999999999996,1.0918,0.36905,-0.70702,0.14165999999999998,-0.27366,-0.81884,-0.8769399999999999,-0.65505,0.11939000000000001,0.46635,0.12958,0.95278,-1.0175,0.50452,-0.8224299999999999,-0.5000899999999999,-0.57314,1.1189,0.15417999999999998,0.68548,0.77581,-0.10568,0.81802,0.60992,-0.44998999999999995,0.19036,-0.88549,0.46493,1.3203,0.37164,0.36384,-0.9946,0.061451,-0.48285,1.2045,-1.2638,-0.39897,-0.20642,0.058155,0.13768
47,-1.0209,1.4653,0.11223,-1.8787,-1.02,-1.0436,-0.31401999999999997,-0.8619700000000001,1.6893,-1.8038,0.83004,1.155,0.35259,-0.04676,-0.53903,0.40014,-2.2725,-0.17040999999999998,0.5445399999999999,-0.0025702,0.8289799999999999,-0.57914,0.041883,2.2612,0.37969,0.4769,-0.21636999999999998,0.8354600000000001,0.40956,-1.4646,-1.2986,-0.67362,-1.2251,0.65465,0.42038000000000003,-0.35478000000000004,-0.28603,1.6467,0.39729000000000003,0.72438,0.98855,1.3969,0.2977,0.9552299999999999,-0.89412,-0.67928,0.34239,-0.21618,0.5605899999999999,-0.29841,0.29198,-1.1761,-0.031294,-2.2098
48,0.50131,0.52887,-0.49511000000000005,-0.26532,-0.9006299999999999,-0.84478,0.2139,-0.77142,0.042093,-1.1516,0.38399,-0.48649,-0.023261,-0.020564,-0.11285999999999999,-0.030838,-0.96011,-0.6239100000000001,-0.96652,-0.22249000000000002,0.057433000000000005,-0.36637,1.2918,0.628,0.32626,-0.34269,-0.58594,1.0762,-0.9354899999999999,-0.71953,0.50134,-0.58181,-0.40160999999999997,-0.23561999999999997,-0.12871,0.24473000000000003,-0.23278000000000001,1.5951,-0.15092,0.24716999999999997,0.39498,-0.7178100000000001,0.35539,-0.57643,-0.56708,0.049085000000000004,1.2202,0.48421000000000003,0.39439,-0.22898000000000002,0.15128,-1.1498,0.7129,0.4777
49,0.19675,0.8976700000000001,-0.62772,-0.71294,-1.0525,-1.0696,0.16103,-1.0387,0.37044,-1.6035,0.024052,-0.0054528,-0.21628000000000003,-0.29113,-0.35051,-0.46281000000000005,-1.5445,-0.09732400000000001,-0.40431999999999996,0.39188,0.32744,-0.76869,1.0034,1.2236,0.51644,0.21465,0.42851000000000006,0.94976,-0.18755,-0.9861700000000001,-0.21658000000000002,-0.88344,-0.48045,-0.15750999999999998,1.0658,-0.31917,-0.46866,1.6673,-0.023207,1.051,-0.030376999999999998,0.43318999999999996,-0.12434,-0.24836999999999998,0.28903,-0.77956,0.70352,0.17806,-0.18266,-0.069398,0.06643099999999999,-1.5285,-0.33824,-1.0582
